,CGA,students
1360,3.24,51354153
1361,2.858,51354202
1362,2.462,51354787
1363,2.158,51355006
1364,3.507,51355634
1365,2.459,51355943
1366,3.658,51357547
1367,2.72,51359129
1368,1.976,51359843
1369,3.026,51360400
1370,3.241,51362986
1371,3.1,51363753
1372,3.221,51363827
1373,2.589,51364842
1374,2.217,51365654
1375,2.938,51366028
1376,3.708,51366558
1377,2.572,51367837
1378,3.642,51369644
1379,2.189,51370128
1380,2.233,51371668
1381,2.383,51371986
1382,3.964,51372248
1383,3.137,51372332
1384,3.317,51372344
1385,3.383,51373311
1386,3.538,51374583
1387,3.288,51375970
1388,3.73,51376873
1389,3.274,51377071
1390,2.456,51377913
1391,3.035,51378157
1392,3.157,51378816
1393,2.208,51379029
1394,3.15,51380459
1395,3.292,51380503
1396,2.788,51382015
1397,3.042,51382212
1398,2.976,51382247
1399,2.821,51383358
1400,2.878,51384217
1401,2.665,51384420
1402,1.69,51384842
1403,2.011,51386128
1404,2.768,51386445
1405,2.46,51388261
1406,2.159,51388549
1407,2.524,51390388
1408,3.072,51390636
1409,2.677,51395005
1410,2.917,51397003
1411,3.125,51399997
1412,2.633,51401247
1413,3.012,51401519
1414,2.833,51401616
1415,2.66,51402120
1416,2.712,51405174
1417,2.887,51406221
1418,3.224,51406426
1419,2.72,51406518
1420,2.976,51406663
1421,3.215,51408392
1422,1.391,51408841
1423,2.932,51409510
1424,2.559,51411849
1425,2.352,51412058
1426,2.064,51412311
1427,3.044,51414348
1428,3.719,51415242
1429,1.541,51415407
1430,2.318,51415585
1431,2.939,51416023
1432,2.734,51419131
1433,3.745,51419942
1434,3.115,51420197
1435,2.863,51422265
1436,2.861,51422756
1437,2.606,51423743
1438,3.529,51424094
1439,2.897,51424606
1440,1.948,51427070
1441,3.01,51427139
1442,2.96,51427448
1443,3.189,51427865
1444,2.122,51428110
1445,2.556,51428456
1446,3.346,51429272
1447,2.849,51430652
1448,3.2,51430828
1449,3.403,51431148
1450,2.813,51431407
1451,3.516,51431575
1452,2.362,51431824
1453,2.528,51432040
1454,2.895,51433138
1455,2.781,51433969
1456,2.254,51434078
1457,2.573,51436210
1458,2.638,51436255
1459,3.425,51436295
1460,2.023,51437458
1461,3.024,51438053
1462,3.506,51438524
1463,3.188,51438753
1464,3.375,51440566
1465,3.519,51445541
1466,2.635,51446111
1467,3.409,51446294
1468,2.765,51447356
1469,3.02,51447715
1470,2.614,51453500
1471,2.746,51454517
1472,2.133,51457805
1473,2.553,51458261
1474,3.048,51460152
1475,2.421,51461209
1476,3.126,51463915
1477,3.414,51465208
1478,3.788,51465336
1479,2.949,51466037
1480,3.531,51468282
1481,3.624,51468345
1482,3.811,51472154
1483,2.777,51473750
1484,2.895,51474049
1485,3.683,51474353
1486,2.252,51477571
1487,3.218,51478012
1488,3.018,51478774
1489,3.005,51478784
1490,3.566,51480849
1491,3.352,51482999
1492,2.441,51483013
1493,3.897,51483347
1494,3.177,51483395
1495,2.57,51483487
1496,3.83,51485232
1497,2.847,51485486
1498,4.216,51486422
1499,2.622,51487284
1500,3.526,51487383
1501,2.892,51487921
1502,3.268,51487968
1503,2.928,51489469
1504,2.601,51490311
1505,2.537,51491100
1506,2.312,51491889
1507,3.648,51491965
1508,3.451,51492739
1509,3.426,51493802
1510,2.355,51495418
1511,2.301,51496114
1512,1.559,51496395
1513,3.219,51496773
1514,3.378,51499885
1515,2.857,51500276
1516,1.903,51501689
1517,3.729,51502198
1518,2.219,51505329
1519,2.849,51505996
1520,4.077,51508291
1521,1.878,51508569
1522,3.131,51510034
1523,3.421,51510661
1524,2.685,51511362
1525,3.184,51514766
1526,3.011,51515893
1527,2.538,51517213
1528,2.422,51518233
1529,2.744,51520189
1530,3.141,51520894
1531,3.467,51520917
1532,3.493,51524187
1533,3.437,51526846
1534,3.467,51527045
1535,2.92,51527878
1536,3.086,51529862
1537,3.597,51531088
1538,0.364,51532069
1539,2.15,51532190
1540,2.906,51532826
1541,2.693,51533451
1542,2.117,51534429
1543,2.255,51536516
1544,2.404,51539043
1545,3.065,51543670
1546,2.913,51544159
1547,2.556,51545066
1548,3.106,51546542
1549,3.682,51547251
1550,2.864,51554889
1551,2.938,51555527
1552,3.134,51557347
1553,2.814,51558298
1554,2.248,51558559
1555,3.163,51558737
1556,3.179,51558803
1557,2.841,51559820
1558,3.894,51559933
1559,2.824,51560141
1560,3.495,51561286
1561,2.842,51561723
1562,3.018,51562042
1563,3.405,51562441
1564,2.432,51562867
1565,3.002,51564044
1566,2.958,51564412
1567,2.719,51566171
1568,2.588,51566487
1569,3.106,51567791
1570,1.869,51569139
1571,3.044,51569742
1572,3.788,51569910
1573,2.341,51569972
1574,3.087,51570145
1575,3.462,51570556
1576,1.745,51573021
1577,3.355,51573459
1578,2.889,51575318
1579,2.677,51575549
1580,3.016,51576651
1581,3.673,51576686
1582,2.254,51579497
1583,1.62,51579581
1584,1.942,51579765
1585,2.583,51580106
1586,2.046,51581669
1587,3.182,51581738
1588,2.709,51582387
1589,3.765,51582993
1590,3.946,51583102
1591,2.966,51583381
1592,2.498,51585262
1593,3.026,51589483
1594,2.658,51589671
1595,3.42,51589710
1596,3.912,51590451
1597,3.119,51593077
1598,2.461,51593849
1599,1.732,51595297
1600,1.879,51595679
1601,3.038,51597758
1602,2.896,51597820
1603,3.565,51597838
1604,2.373,51598108
1605,3.967,51599749
1606,2.924,51600073
1607,2.832,51600100
1608,2.894,51600199
1609,2.686,51603390
1610,2.628,51605066
1611,3.976,51605609
1612,3.266,51606948
1613,2.618,51607373
1614,3.144,51608399
1615,2.467,51610788
1616,3.309,51611207
1617,2.96,51611303
1618,2.389,51612560
1619,3.085,51613394
1620,2.239,51613736
1621,2.877,51615418
1622,1.596,51616419
1623,3.362,51617232
1624,2.466,51618255
1625,3.604,51622364
1626,2.916,51623000
1627,2.409,51623332
1628,3.656,51626750
1629,3.543,51629135
1630,2.467,51629420
1631,2.863,51630569
1632,2.945,51632813
1633,2.496,51633493
1634,2.662,51635916
1635,2.282,51638177
1636,3.206,51640288
1637,3.548,51640378
1638,3.722,51640865
1639,3.277,51640900
1640,2.274,51642169
1641,2.686,51642528
1642,3.407,51644250
1643,3.17,51644523
1644,3.428,51645044
1645,2.587,51645541
1646,1.704,51646374
1647,2.214,51649178
1648,2.624,51650985
1649,3.64,51652318
1650,3.387,51652451
1651,2.463,51655511
1652,3.245,51655965
1653,2.819,51656251
1654,2.818,51656624
1655,3.219,51657188
1656,3.055,51657454
1657,2.309,51658150
1658,2.774,51659627
1659,2.395,51660212
1660,3.223,51661036
1661,2.672,51661976
1662,3.132,51663585
1663,2.828,51663763
1664,3.659,51665967
1665,3.588,51668918
1666,2.302,51669270
1667,2.276,51670739
1668,2.783,51671328
1669,1.86,51672169
1670,3.407,51674615
1671,2.576,51675402
1672,3.106,51675623
1673,2.874,51675777
1674,2.429,51676692
1675,3.475,51676745
1676,2.508,51676821
1677,3.388,51677163
1678,2.822,51677858
1679,2.979,51679165
1680,2.548,51680184
1681,3.562,51680607
1682,3.172,51681696
1683,3.801,51682369
1684,2.79,51682759
1685,2.796,51684747
1686,2.736,51687375
1687,3.205,51688665
1688,2.686,51689569
1689,3.137,51691304
1690,2.764,51691761
1691,2.309,51692285
1692,3.296,51692804
1693,3.008,51695410
1694,3.149,51695655
1695,3.922,51696874
1696,2.947,51696903
1697,3.577,51698305
1698,2.423,51700637
1699,1.875,51700976
1700,3.531,51701583
1701,2.126,51701811
1702,3.853,51701823
1703,3.858,51702268
1704,3.251,51703017
1705,2.831,51704358
1706,3.055,51704543
1707,2.985,51705967
1708,3.253,51706058
1709,2.615,51707631
1710,3.025,51707810
1711,2.808,51707821
1712,3.37,51708684
1713,2.83,51708996
1714,2.832,51709415
1715,3.42,51709685
1716,2.81,51710129
1717,3.06,51710696
1718,3.857,51713377
1719,3.083,51716958
1720,2.908,51717059
1721,1.847,51717549
1722,2.813,51717970
1723,3.393,51720858
1724,3.172,51721121
1725,3.085,51722263
1726,3.51,51722760
1727,3.727,51723246
1728,3.54,51725186
1729,3.438,51725810
1730,3.766,51726253
1731,3.433,51726849
1732,2.388,51726855
1733,2.878,51729524
1734,2.47,51730010
1735,3.291,51730497
1736,2.978,51730554
1737,2.95,51731120
1738,2.028,51731302
1739,3.053,51731394
1740,2.293,51731559
1741,3.366,51731585
1742,2.21,51735762
1743,2.302,51736251
1744,3.497,51737159
1745,2.741,51737202
1746,2.435,51737343
1747,2.997,51737790
1748,2.988,51738406
1749,3.891,51738441
1750,2.705,51739335
1751,3.803,51740226
1752,3.37,51740595
1753,2.741,51742017
1754,3.529,51742640
1755,3.254,51742902
1756,3.871,51745041
1757,3.409,51745806
1758,3.4,51747191
1759,2.341,51749853
1760,2.794,51751452
1761,2.219,51751889
1762,3.738,51752009
1763,2.716,51753121
1764,3.446,51754954
1765,2.781,51755402
1766,2.456,51755536
1767,3.724,51756014
1768,2.205,51756208
1769,2.691,51757739
1770,2.552,51761050
1771,3.764,51761807
1772,2.551,51763682
1773,3.133,51764982
1774,3.02,51765358
1775,3.065,51769375
1776,3.159,51769893
1777,3.184,51770407
1778,3.023,51771435
1779,2.038,51774418
1780,2.945,51775109
1781,1.454,51775873
1782,2.605,51777899
1783,2.482,51778039
1784,3.029,51778455
1785,2.493,51778739
1786,2.579,51779042
1787,3.1,51779992
1788,1.94,51780009
1789,3.225,51780407
1790,3.213,51782303
1791,3.179,51782461
1792,2.851,51782794
1793,2.922,51782897
1794,2.742,51786454
1795,2.525,51789116
1796,2.185,51789990
1797,1.879,51790101
1798,2.165,51791181
1799,3.063,51793143
1800,1.917,51793243
1801,2.853,51795093
1802,3.536,51795542
1803,2.211,51795735
1804,2.627,51797468
1805,2.298,51798319
1806,2.489,51798497
1807,2.98,51800000
1808,2.371,51800573
1809,3.215,51801193
1810,3.815,51801341
1811,2.284,51801415
1812,2.738,51802125
1813,1.719,51803226
1814,2.173,51804196
1815,2.883,51804554
1816,2.941,51805641
1817,3.106,51806077
1818,2.01,51806170
1819,2.646,51807059
1820,3.075,51809130
1821,3.919,51810130
1822,3.379,51812727
1823,2.542,51813054
1824,2.964,51813784
1825,3.055,51815683
1826,3.012,51816445
1827,2.62,51817259
1828,2.99,51820593
1829,2.497,51821072
1830,2.936,51822381
1831,3.508,51825423
1832,2.268,51826103
1833,3.218,51826546
1834,3.078,51827807
1835,3.627,51828739
1836,2.679,51828908
1837,2.7,51829322
1838,2.892,51830932
1839,3.304,51831533
1840,2.255,51831549
1841,2.966,51834028
1842,3.345,51835031
1843,3.627,51835457
1844,2.67,51836443
1845,2.168,51837487
1846,2.92,51843255
1847,3.406,51843539
1848,2.392,51843773
1849,2.719,51847264
1850,1.545,51847502
1851,2.855,51848682
1852,3.47,51849555
1853,3.001,51849602
1854,2.923,51850044
1855,3.454,51850320
1856,3.374,51852119
1857,2.055,51852412
1858,2.506,51854105
1859,2.676,51854959
1860,2.899,51855169
1861,2.893,51856862
1862,3.47,51856907
1863,3.063,51857421
1864,1.404,51858340
1865,3.334,51858613
1866,3.506,51859722
1867,3.099,51860261
1868,2.311,51860367
1869,3.383,51860697
1870,3.732,51861266
1871,4.109,51862604
1872,3.218,51862759
1873,3.008,51863379
1874,3.114,51864847
1875,2.533,51865411
1876,3.997,51866926
1877,1.538,51868654
1878,2.673,51868871
1879,3.283,51870645
1880,3.027,51873581
1881,2.064,51873627
1882,1.756,51873716
1883,3.339,51874137
1884,3.7,51874751
1885,2.182,51875431
1886,2.922,51878576
1887,3.112,51878939
1888,2.568,51879819
1889,2.533,51880504
1890,2.661,51882421
1891,2.853,51883408
1892,3.953,51884398
1893,2.219,51884895
1894,4.048,51885294
1895,2.47,51886943
1896,3.668,51887094
1897,4.046,51888042
1898,2.767,51888223
1899,2.059,51889167
1900,2.69,51889653
1901,1.875,51890217
1902,1.681,51893393
1903,2.522,51895228
1904,2.518,51898238
1905,2.645,51899180
1906,3.475,51899560
1907,3.073,51901727
1908,2.782,51902132
1909,2.831,51904367
1910,3.354,51905012
1911,3.974,51905819
1912,2.727,51906359
1913,3.032,51906926
1914,2.497,51908750
1915,3.124,51909848
1916,2.741,51910257
1917,1.592,51910654
1918,3.462,51911718
1919,2.752,51911948
1920,3.193,51912156
1921,2.979,51915020
1922,3.281,51915174
1923,2.938,51918021
1924,2.935,51918421
1925,3.144,51919012
1926,2.649,51923346
1927,3.09,51923529
1928,3.234,51924657
1929,2.831,51925269
1930,3.266,51925525
1931,2.309,51927578
1932,2.855,51928754
1933,3.863,51929196
1934,2.689,51931076
1935,2.323,51931483
1936,2.746,51932874
1937,3.116,51934901
1938,2.703,51935178
1939,2.306,51936586
1940,2.487,51937428
1941,3.559,51937614
1942,2.198,51941454
1943,2.528,51943488
1944,2.668,51944502
1945,2.862,51945103
1946,2.526,51946426
1947,3.545,51947721
1948,3.13,51948059
1949,3.248,51949890
1950,3.076,51951163
1951,3.018,51951834
1952,2.513,51953834
1953,3.027,51954455
1954,2.513,51955202
1955,3.359,51959340
1956,2.488,51960808
1957,2.496,51962163
1958,2.788,51964498
1959,3.054,51965097
1960,3.134,51965497
1961,2.827,51967422
1962,2.861,51968067
1963,2.163,51969626
1964,2.676,51970752
1965,2.619,51970865
1966,3.409,51971159
1967,2.67,51971324
1968,3.219,51971329
1969,2.752,51972437
1970,3.904,51973959
1971,2.324,51975110
1972,1.983,51975995
1973,2.467,51977743
1974,3.481,51979938
1975,2.983,51981589
1976,2.176,51982743
1977,2.952,51983136
1978,3.612,51983671
1979,3.396,51983772
1980,2.729,51984778
1981,2.325,51985007
1982,2.491,51985065
1983,2.807,51985368
1984,3.114,51985524
1985,2.008,51987351
1986,2.502,51989142
1987,3.159,51989746
1988,2.741,51991150
1989,3.665,51991748
1990,2.966,51994047
1991,2.565,51994428
1992,2.364,51994568
1993,2.235,51995366
1994,2.013,51996537
1995,2.539,51998571
1996,2.36,52000930
1997,2.315,52001774
1998,2.327,52003476
1999,3.917,52004385
2000,2.126,52005281
2001,3.603,52006742
2002,3.508,52008423
2003,2.75,52008643
2004,2.369,52008944
2005,2.462,52009210
2006,3.669,52009714
2007,2.935,52010733
2008,2.182,52011690
2009,3.635,52011978
2010,2.15,52012998
2011,2.267,52016379
2012,3.55,52016735
2013,3.023,52017015
2014,2.891,52017390
2015,2.266,52020434
2016,3.238,52020704
2017,2.444,52021335
2018,2.867,52022087
2019,3.18,52022686
2020,3.093,52025532
2021,3.378,52026800
2022,3.577,52026913
2023,2.257,52027171
2024,3.239,52029881
2025,3.365,52030367
2026,2.983,52031286
2027,3.311,52031653
2028,2.561,52032504
2029,2.811,52032583
2030,3.777,52033527
2031,2.333,52035224
2032,3.569,52035299
2033,3.247,52035799
2034,3.232,52036758
2035,2.339,52037422
2036,2.147,52037521
2037,3.225,52037660
2038,2.397,52037868
2039,2.752,52038358
2040,2.685,52038954
2041,3.423,52039309
2042,2.345,52041485
2043,3.104,52042522
2044,2.203,52043155
2045,1.986,52044087
2046,2.036,52045027
2047,2.684,52045266
2048,2.31,52045807
2049,3.676,52046543
2050,2.536,52047273
2051,2.918,52047681
2052,2.421,52049954
2053,2.925,52050167
2054,3.146,52051989
2055,3.796,52052789
2056,4.028,52054951
2057,2.744,52057163
2058,2.326,52058354
2059,2.88,52060008
2060,2.613,52060286
2061,3.131,52060298
2062,2.089,52060388
2063,3.543,52060397
2064,2.886,52061858
2065,3.07,52061952
2066,3.216,52063147
2067,3.479,52066117
2068,2.555,52066333
2069,2.996,52066523
2070,2.081,52066546
2071,3.289,52066638
2072,2.331,52066677
2073,3.009,52066691
2074,2.725,52067330
2075,2.158,52067782
2076,3.163,52069482
2077,3.752,52072942
2078,3.306,52073195
2079,2.848,52077108
2080,3.661,52077856
2081,3.061,52077894
2082,3.106,52080233
2083,1.997,52081407
2084,3.113,52081621
2085,2.273,52082055
2086,2.705,52082269
2087,2.8,52082776
2088,3.007,52084778
2089,3.156,52087353
2090,3.442,52087721
2091,3.162,52091153
2092,2.729,52091707
2093,3.177,52096480
2094,3.246,52097718
2095,2.429,52101237
2096,2.949,52102946
2097,3.078,52105046
2098,3.029,52105175
2099,2.528,52106653
2100,2.343,52107210
2101,2.127,52108023
2102,2.734,52109985
2103,3.719,52110369
2104,3.04,52111693
2105,2.761,52112027
2106,3.285,52112316
2107,3.226,52112638
2108,2.97,52114277
2109,2.244,52115691
2110,2.932,52116755
2111,2.489,52117694
2112,3.429,52117973
2113,3.586,52117978
2114,3.105,52120405
2115,2.377,52122842
2116,2.286,52124226
2117,2.689,52126299
2118,3.565,52127130
2119,2.347,52127362
2120,2.629,52127543
2121,2.58,52127809
2122,1.514,52129424
2123,3.84,52129444
2124,2.061,52130254
2125,2.602,52130330
2126,3.52,52130558
2127,2.381,52130824
2128,2.846,52130940
2129,2.466,52131039
2130,3.799,52135122
2131,2.831,52135630
2132,3.148,52137238
2133,2.805,52139880
2134,2.588,52141974
2135,2.451,52142858
2136,2.565,52144539
2137,1.847,52144761
2138,2.782,52144960
2139,2.244,52145054
2140,3.542,52147446
2141,2.888,52149321
2142,3.671,52150133
2143,2.419,52150879
2144,2.904,52151913
2145,3.729,52154602
2146,3.458,52155372
2147,2.895,52155810
2148,2.821,52156943
2149,2.752,52157359
2150,3.332,52158851
2151,3.38,52159008
2152,3.566,52160346
2153,2.418,52160480
2154,2.556,52160767
2155,2.19,52162717
2156,1.731,52166140
2157,3.376,52167400
2158,2.964,52167435
2159,2.716,52169656
2160,2.615,52171020
2161,2.462,52171587
2162,2.394,52172610
2163,3.029,52173586
2164,3.111,52174298
2165,2.386,52174731
2166,3.031,52174791
2167,3.462,52178505
2168,2.578,52181146
2169,1.98,52183357
2170,2.906,52183855
2171,3.53,52184095
2172,2.729,52184651
2173,3.705,52185322
2174,2.5,52186509
2175,2.664,52186559
2176,3.512,52186932
2177,2.633,52187021
2178,2.566,52187407
2179,2.205,52187744
2180,2.923,52187827
2181,3.945,52187897
2182,2.314,52188290
2183,3.046,52188438
2184,1.996,52190322
2185,2.908,52191260
2186,2.925,52191886
2187,2.663,52192689
2188,2.966,52193642
2189,3.038,52194390
2190,3.58,52194901
2191,2.439,52195911
2192,2.927,52196840
2193,3.055,52197235
2194,3.638,52197613
2195,2.233,52198968
2196,3.335,52199093
2197,2.69,52202632
2198,2.905,52203994
2199,2.675,52204097
2200,2.644,52204445
2201,2.272,52205231
2202,2.657,52205824
2203,2.387,52206269
2204,2.465,52206726
2205,2.562,52208958
2206,2.658,52210209
2207,2.39,52214637
